gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumServices,AvgMonthlyRevenue,ContractMonths,HighValue,Cluster,PCA1,PCA2,silhouette,TSNE1,TSNE2,MonthlyBin,LTV,TotalRevenue
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.7,140.7,Yes,0,70.35,1,1,2,-1.790667531,-1.551293774,0.094911522,-0.08186301,-19.39755,"(58.83, 79.1]",70.7,140.7
Male,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.65,5377.8,No,2,85.36190476,24,1,0,2.107885608,2.106333398,0.109408017,30.417646,49.02725,"(79.1, 94.25]",2031.6,5377.8
Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,Yes,3,95.06428571,1,1,2,2.004208528,-3.107865808,0.184338568,50.76483,-18.890564,"(94.25, 118.75]",99.25,665.45
Female,No,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.75,3617.1,No,3,65.76545455,24,0,0,0.742639329,1.751679687,0.035688064,41.90142,20.917599,"(58.83, 79.1]",1554,3617.1
Female,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.15,6643.5,No,4,102.2076923,12,1,0,3.713079157,0.522895826,0.167737449,26.31044,-1.8091649,"(94.25, 118.75]",1201.8,6643.5
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.8,84.8,Yes,2,84.8,1,1,2,0.232784127,-2.391936033,0.257213797,-23.229979,-33.01735,"(79.1, 94.25]",84.8,84.8
Male,No,No,No,63,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.25,1559.3,No,0,24.75079365,24,0,1,-2.898702315,2.681138744,0.312285164,-31.166086,56.362286,"(25.05, 58.83]",606,1559.3
Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113,7987.6,No,6,114.1085714,24,1,0,6.11896793,1.929287849,0.268588906,47.77759,49.92589,"(94.25, 118.75]",2712,7987.6
Female,No,Yes,Yes,36,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.65,1547.35,No,3,42.98194444,24,0,0,-0.061221832,3.888944189,-0.024039413,17.575893,40.44472,"(25.05, 58.83]",975.6,1547.35
Male,No,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105,5426.85,Yes,5,104.3625,12,1,0,3.773392611,-0.306252914,0.14237127,24.359213,-12.176498,"(94.25, 118.75]",1260,5426.85
Male,No,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.45,1127.35,Yes,1,51.24318182,1,0,2,-1.133128217,-1.516216713,0.142879702,-36.777885,-30.295004,"(25.05, 58.83]",54.45,1127.35
Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.95,2142.8,No,4,97.4,1,1,2,1.968847609,-1.487920482,0.093579136,-10.684841,-23.997414,"(94.25, 118.75]",94.95,2142.8
Female,Yes,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.9,287.85,No,3,57.57,1,0,2,-0.419979446,-0.271071047,0.090232629,24.847006,-31.131983,"(58.83, 79.1]",59.9,287.85
Female,No,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,4045.65,Yes,2,86.07765957,1,1,2,1.290456748,-1.715184875,0.163505763,8.417823,-51.867336,"(79.1, 94.25]",85.3,4045.65
Female,No,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.35,2757.85,Yes,1,83.57121212,1,1,2,0.451262399,-2.618503041,0.280885866,8.148328,-63.27007,"(79.1, 94.25]",83.35,2757.85
Male,No,No,No,18,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.5,600,Yes,2,33.33333333,1,0,2,-1.363118739,-0.080116588,0.029542169,-3.7723346,31.557243,"(25.05, 58.83]",33.5,600
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.8,19.8,No,0,19.8,1,0,1,-3.960276483,0.117367246,0.237023877,-42.36886,0.12687595,"(18.249, 25.05]",19.8,19.8
Male,No,No,No,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4534.45,No,5,80.97232143,24,1,0,3.065133291,2.180104238,0.184957695,30.864172,53.221615,"(79.1, 94.25]",1963.2,4534.45
Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20,40.9,No,0,20.45,1,0,1,-4.220917893,-0.429526073,0.258926642,-66.7897,1.8179889,"(18.249, 25.05]",20,40.9
Male,No,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6,2094.9,No,2,59.85428571,1,0,2,-0.053356828,-1.158739566,0.172128912,-35.02792,-30.81409,"(58.83, 79.1]",59.6,2094.9
Female,No,Yes,No,64,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25,1584.8,No,0,24.7625,24,0,1,-2.167952787,3.267075221,0.278298001,-0.76695526,58.850742,"(18.249, 25.05]",600,1584.8
Female,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,No,2,86.84333333,1,1,2,0.685751683,-1.341680475,0.173406829,15.852134,-30.480736,"(79.1, 94.25]",84.35,1302.65
Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,Yes,2,93.27083333,1,1,2,0.812827596,-2.837664956,0.270724796,-24.92705,-45.22326,"(79.1, 94.25]",90.35,2238.5
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.55,55.55,No,1,55.55,1,0,2,-2.361858494,-1.017063179,-0.024563141,-24.957203,1.2331535,"(25.05, 58.83]",55.55,55.55
Female,No,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.35,5437.75,No,4,77.68214286,24,1,0,2.387875549,3.72015527,0.195104147,35.95075,50.51676,"(58.83, 79.1]",1808.4,5437.75
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,Yes,2,90.75,1,1,2,0.480327057,-2.876478442,0.280333964,-23.077576,-34.171677,"(79.1, 94.25]",90.75,90.75
Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,365.65,Yes,2,91.4125,1,1,2,-0.090843497,-1.383971612,0.143061157,-9.643384,-3.00193,"(79.1, 94.25]",89.6,365.65
Female,No,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,2209.15,No,2,56.64487179,12,0,2,-0.383911173,-0.178881967,0.060103484,9.085344,0.33788922,"(58.83, 79.1]",711.6,2209.15
Female,No,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,1912.15,No,2,65.9362069,1,0,2,0.056805265,-1.563014978,0.203621342,1.8733741,-61.44106,"(58.83, 79.1]",66.1,1912.15
Female,No,Yes,Yes,14,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18.8,255.55,No,0,18.25357143,24,0,1,-3.830746333,2.947185775,0.363544797,-48.851974,45.387764,"(18.249, 25.05]",451.2,255.55
Female,No,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5175.3,No,5,84.84098361,24,1,0,3.360979368,2.755620181,0.216688729,40.44024,48.72998,"(79.1, 94.25]",2074.8,5175.3
Male,No,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,No,1,51.58846154,1,0,2,-1.663126496,-0.096933958,0.012734315,-0.949997,-22.180763,"(25.05, 58.83]",52.1,670.65
Female,No,No,No,66,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.4,3177.25,No,4,48.14015152,24,0,0,0.733360605,3.070523821,0.056513418,9.422825,37.009083,"(25.05, 58.83]",1137.6,3177.25
Male,No,No,No,2,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.25,90.35,Yes,3,45.175,1,0,2,-0.491114452,-1.748558863,0.156496179,-10.215125,35.704357,"(25.05, 58.83]",49.25,90.35
Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,No,5,111.1483051,12,1,0,4.781603843,0.510720347,0.215649308,33.034508,5.990357,"(94.25, 118.75]",1309.8,6557.75
Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,5791.85,No,3,93.41693548,12,1,0,2.924800882,0.987078804,0.130055183,29.198809,15.139721,"(94.25, 118.75]",1139.4,5791.85
Male,Yes,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,No,4,92.59090909,12,1,0,2.676240369,-1.038667142,0.007656723,35.563007,-12.082742,"(79.1, 94.25]",1122.6,3055.5
Male,No,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.5,5196.1,No,5,78.72878788,24,1,0,3.180668065,2.852568427,0.208121985,27.213043,52.171448,"(79.1, 94.25]",1908,5196.1
Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,8405,No,6,116.7361111,24,1,0,5.627407599,2.354311745,0.272973972,43.564526,51.351635,"(94.25, 118.75]",2761.2,8405
Male,No,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,19.75,Yes,0,19.75,1,0,1,-4.506962597,0.414634,0.310619003,-59.399372,-17.727957,"(18.249, 25.05]",19.75,19.75
Female,No,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,Yes,3,94.17105263,1,1,2,1.63944603,-2.452847248,0.184950472,2.8731818,-57.814716,"(94.25, 118.75]",95.15,1789.25
Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,95.15,5000.05,No,3,98.04019608,12,1,0,2.228314874,0.786506485,0.084974303,14.0256605,10.080743,"(94.25, 118.75]",1141.8,5000.05
Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2,No,4,106.5587302,1,1,0,3.460938745,-1.309194361,0.03525961,-18.049984,-38.79968,"(94.25, 118.75]",105.4,6713.2
Male,No,No,No,27,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.1,562.6,No,0,20.83703704,12,0,1,-3.611573812,0.797853836,0.292509892,-44.033447,18.27754,"(18.249, 25.05]",241.2,562.6
Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,Yes,3,105.3227273,1,1,2,1.882703925,-2.034319289,0.143434192,-11.777622,-23.97966,"(94.25, 118.75]",101.35,2317.1
Female,Yes,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,91.45,No,0,22.8625,1,0,1,-4.219220657,-0.458346967,0.225317812,-64.33911,-0.8995991,"(18.249, 25.05]",20.05,91.45
Male,No,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.7,828.85,No,0,19.73452381,24,0,1,-3.487322656,3.338203414,0.369530764,-37.238327,64.74367,"(18.249, 25.05]",496.8,828.85
Female,No,No,No,29,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.35,617.35,No,0,21.28793103,12,0,1,-3.953056358,1.024411905,0.327974243,-64.894905,14.761559,"(18.249, 25.05]",244.2,617.35
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,Yes,0,66.725,1,0,2,-1.550800814,-1.874759473,0.139991286,17.835667,-32.39388,"(58.83, 79.1]",70.05,266.9
Male,No,No,No,30,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.7,625.05,No,0,20.835,12,0,1,-3.967683352,1.052588553,0.330766772,-61.926685,29.044693,"(18.249, 25.05]",236.4,625.05
Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,301.4,Yes,0,75.35,1,1,2,-0.867483339,-2.633834146,0.2322249,-29.90311,-31.042677,"(58.83, 79.1]",74.65,301.4
Male,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,No,6,84.92816901,24,1,0,3.841454533,3.665307809,0.272309093,42.437283,32.53639,"(79.1, 94.25]",2050.8,6029.9
Male,No,Yes,No,46,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,No,3,40.05869565,24,0,0,0.029061017,3.597766277,-0.014740749,15.378305,40.17791,"(25.05, 58.83]",969.6,1842.7
Male,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.4,206.6,Yes,0,51.65,1,0,1,-2.753834517,-0.943875369,0.069690948,-28.142752,-0.28565735,"(25.05, 58.83]",50.4,206.6
Female,No,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,604.7,Yes,1,86.38571429,1,1,2,-0.740718691,-1.847404114,0.160859874,-4.309719,-5.094983,"(79.1, 94.25]",79.65,604.7
Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,No,4,107.0442029,12,1,0,3.921057382,-0.226121712,0.148158328,23.86306,-11.495165,"(94.25, 118.75]",1262.4,7386.05
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,No,4,101.8618056,24,1,0,3.885039963,2.102547948,0.217479217,52.21114,27.711946,"(94.25, 118.75]",2415.6,7334.05
Male,Yes,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,Yes,1,77.46052632,1,1,2,0.190201654,-3.014404709,0.266126869,53.774094,-25.575613,"(79.1, 94.25]",79.85,1471.75
Male,No,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91,2626.15,No,3,93.79107143,1,1,2,1.241112212,-1.768429476,0.160077859,-24.401442,-40.552925,"(79.1, 94.25]",91,2626.15
Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,412.1,Yes,1,82.42,1,1,2,-0.082764856,-2.508009571,0.255274714,-28.743536,-31.597391,"(58.83, 79.1]",78.75,412.1
Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.05,No,6,114.9590278,24,1,0,6.228002295,1.947692303,0.269713239,47.77031,49.948925,"(94.25, 118.75]",2802,8277.05
Male,Yes,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,Yes,1,72.93125,1,1,2,-0.218077909,-1.475800544,0.155042914,27.76843,-25.8476,"(79.1, 94.25]",80.45,583.45
Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,No,2,52.75,12,0,2,-0.762232877,-1.083939943,0.105556464,8.871259,0.22929358,"(58.83, 79.1]",709.2,369.25
Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1049.05,No,1,47.68409091,1,0,2,-1.601323015,-1.423503785,0.115905525,-10.81503,-55.98627,"(25.05, 58.83]",49.8,1049.05
Male,No,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.3,1414.8,No,0,19.65,24,0,1,-2.957755804,2.702131642,0.314273397,-21.227936,55.587868,"(18.249, 25.05]",463.2,1414.8
Male,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.65,169.75,No,0,21.21875,1,0,1,-3.701939499,1.085434978,0.258018957,-39.615902,-4.2065573,"(18.249, 25.05]",19.65,169.75
Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,No,5,83.73942308,12,1,0,3.264046755,1.60139816,0.188357436,26.413036,12.518789,"(79.1, 94.25]",976.8,4354.45
Female,No,No,No,68,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,2719.2,No,3,39.98823529,24,0,1,-0.376930109,3.368526705,0.055547509,9.005397,37.218185,"(25.05, 58.83]",933.6,2719.2
Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95,6365.35,No,6,89.6528169,24,1,0,4.369557283,3.11189105,0.286189635,49.363514,24.279793,"(79.1, 94.25]",2110.8,6365.35
Male,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,51.6,No,0,25.8,1,0,1,-4.414461601,-0.076059781,0.306271522,-60.588223,-28.292427,"(18.249, 25.05]",19.85,51.6
Female,Yes,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,No,3,93.83088235,1,1,2,2.20735262,-2.579351988,0.137628343,32.756786,-42.271206,"(94.25, 118.75]",96.35,3190.25
Female,No,No,No,35,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,812.5,No,0,23.21428571,1,0,1,-2.973923964,-0.766098018,0.042242307,-11.696605,41.62774,"(18.249, 25.05]",24.15,812.5
Female,No,Yes,Yes,61,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.1,1143.8,No,0,18.75081967,12,0,1,-2.952162109,2.545890001,0.286605174,-42.371136,10.8976145,"(18.249, 25.05]",229.2,1143.8
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44,44,No,0,44,1,0,2,-2.83523515,-1.703224942,0.02656274,-39.68673,-26.195618,"(25.05, 58.83]",44,44
Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.1,50.1,Yes,0,50.1,1,0,2,-2.569010808,-1.366700575,-0.013949497,-3.201142,-0.8258327,"(25.05, 58.83]",50.1,50.1
Female,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297,No,2,62.20754717,12,0,0,0.240502264,1.751227096,-0.012511688,19.365467,8.955858,"(58.83, 79.1]",727.2,3297
Female,No,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.65,1887,No,0,26.20833333,24,0,1,-2.171128367,2.990304303,0.285080981,-28.034979,40.72592,"(25.05, 58.83]",615.6,1887
Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,151.8,Yes,1,75.9,1,1,2,-0.817396408,-2.047511753,0.191035282,-29.694277,-29.032148,"(58.83, 79.1]",76.4,151.8
Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,Yes,4,97.88333333,1,1,2,1.788577482,-2.733518342,0.178601665,-21.82573,-44.136692,"(94.25, 118.75]",98.7,293.65
Female,Yes,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,Yes,3,100.6230769,1,1,2,1.924824832,-3.259301528,0.194690847,39.76161,-42.098682,"(94.25, 118.75]",100.8,1308.1
Male,Yes,Yes,No,41,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,No,4,54.03414634,1,0,2,1.302907596,-1.024699903,0.084207027,-1.3313086,40.57613,"(25.05, 58.83]",53.95,2215.4
Female,No,Yes,No,24,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.4,482.8,No,0,20.11666667,12,0,1,-3.317197704,1.534583562,0.276033769,-40.761364,10.351961,"(18.249, 25.05]",244.8,482.8
Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,Yes,2,92.81964286,12,1,2,1.14799736,-0.562018292,0.069343492,20.55856,1.3650013,"(79.1, 94.25]",1081.2,2598.95
Male,No,No,No,8,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,No,1,27.05625,1,0,1,-3.141621352,0.023784273,0.099967366,-13.847973,19.610563,"(25.05, 58.83]",29.35,216.45
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.45,20.45,No,0,20.45,1,0,1,-4.239068314,-0.438673535,0.259885078,-67.187904,-24.93259,"(18.249, 25.05]",20.45,20.45
Female,No,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.1,5064.85,No,3,93.79351852,24,1,0,2.725811742,0.859096692,0.104441692,56.657894,24.949316,"(94.25, 118.75]",2282.4,5064.85
Male,No,No,No,41,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,No,0,24.30365854,1,0,1,-2.903627528,-0.169122804,0.177213711,-45.521267,-17.770185,"(25.05, 58.83]",25.25,996.45
Female,No,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,839.65,No,0,44.19210526,1,0,1,-2.860926549,-0.180333126,0.135858439,-5.9315877,5.9103246,"(25.05, 58.83]",44.9,839.65
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733,No,6,93.51388889,24,1,0,4.513889697,3.567676634,0.295306639,39.664524,38.5063,"(79.1, 94.25]",2223.6,6733
Male,No,No,No,62,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,No,4,42.23064516,24,0,0,0.887885944,2.836466999,0.076318628,13.090758,37.33391,"(25.05, 58.83]",1048.8,2618.3
Female,Yes,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,No,4,72.93482143,24,1,0,2.428024233,2.693156959,0.143886497,36.24776,49.369656,"(58.83, 79.1]",1742.4,4084.35
Male,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.55,765.5,Yes,0,51.03333333,1,0,2,-2.075302777,-1.615691087,0.071513508,-39.04454,-30.357388,"(25.05, 58.83]",51.55,765.5
Male,Yes,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,Yes,1,79.355,1,1,2,-0.309925676,-3.359556345,0.273471099,55.313522,-25.960718,"(79.1, 94.25]",79.25,793.55
Male,No,Yes,Yes,32,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18.95,613.95,No,0,19.1859375,24,0,1,-3.627865248,3.207309806,0.370496341,-37.50747,64.31727,"(18.249, 25.05]",454.8,613.95
Male,No,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.5,402.85,No,0,19.18333333,1,0,1,-3.748030566,0.411179542,0.249989679,-37.581528,-1.1707343,"(18.249, 25.05]",20.5,402.85
Male,No,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.95,1244.8,No,0,20.07741935,12,0,1,-3.053782172,2.171679271,0.301373656,-47.468895,21.070656,"(18.249, 25.05]",239.4,1244.8
Female,No,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4,No,0,23.2,1,0,1,-3.357086067,-1.250020887,0.031029399,-11.792123,41.61521,"(18.249, 25.05]",24.5,46.4
Male,No,No,Yes,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.6,581.85,No,0,21.55,24,0,1,-3.817056829,2.718319269,0.360081666,-35.529324,59.929665,"(18.249, 25.05]",494.4,581.85
Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,Yes,2,92.56,1,1,2,0.707634755,-2.646859485,0.25701548,-12.409167,-22.612179,"(94.25, 118.75]",94.85,462.8
Female,No,No,No,25,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05,1540.2,No,5,61.608,12,0,0,1.371432581,0.09411764,-0.000807672,3.75082,21.9073,"(58.83, 79.1]",732.6,1540.2
Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,Yes,1,84.9,1,1,2,-0.1332487,-3.224676651,0.29203993,7.974104,-64.8417,"(79.1, 94.25]",85.7,169.8
Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,No,4,105.4714286,12,1,0,3.43931657,-0.640641933,0.101271008,23.82463,-11.593514,"(94.25, 118.75]",1279.8,5168.1
Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,No,5,107.6206349,1,1,0,4.183408514,-0.110817717,0.138151972,15.729121,-21.313053,"(94.25, 118.75]",108.25,6780.1
Female,No,No,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.4,94.5,No,0,23.625,1,0,1,-3.886481078,0.60359887,0.246119291,-42.43489,-1.7527746,"(18.249, 25.05]",20.4,94.5
Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,No,1,55.3,1,0,2,-1.928821853,-1.004589517,0.01809049,-5.8848205,4.536999,"(25.05, 58.83]",55.3,55.3
